transaction_id,customer_id,transaction_amount,transaction_type,transaction_date,transaction_hour,is_weekend,month,quarter,is_large_txn
TXN021860,CUST0810,575.7,withdrawal,2024-08-18,0,1,8,3,0
TXN021861,CUST0810,1673.54,investment,2023-12-14,19,0,12,4,0
TXN021862,CUST0810,4511.16,transfer,2023-09-05,9,0,9,3,0
TXN021863,CUST0810,1063.35,investment,2023-03-08,13,0,3,1,0
TXN021864,CUST0810,6804.67,transfer,2024-08-29,1,0,8,3,1
TXN021865,CUST0810,7112.05,deposit,2024-05-02,2,0,5,2,1
TXN021866,CUST0810,554.24,investment,2024-01-18,22,0,1,1,0
TXN021867,CUST0810,3521.77,bill_payment,2023-09-19,4,0,9,3,0
TXN021868,CUST0810,5525.55,deposit,2023-03-21,4,0,3,1,1
TXN021869,CUST0810,2606.12,investment,2024-05-30,10,0,5,2,0
TXN021870,CUST0810,6196.9,bill_payment,2024-09-29,21,1,9,3,1
TXN021871,CUST0810,3755.01,withdrawal,2023-02-18,11,1,2,1,0
TXN021872,CUST0810,4202.56,deposit,2023-04-23,19,1,4,2,0
TXN021873,CUST0811,47.4,bill_payment,2024-05-28,15,0,5,2,0
TXN021874,CUST0811,8234.17,investment,2024-10-22,9,0,10,4,1
TXN021875,CUST0811,1103.13,withdrawal,2023-01-30,0,0,1,1,0
TXN021876,CUST0811,6757.39,investment,2024-01-18,23,0,1,1,1
TXN021877,CUST0811,9365.27,withdrawal,2023-09-07,22,0,9,3,1
TXN021878,CUST0811,6739.39,investment,2023-01-13,16,0,1,1,1
TXN021879,CUST0811,6685.92,transfer,2023-01-28,12,1,1,1,1
TXN021880,CUST0811,4320.71,withdrawal,2024-04-07,13,1,4,2,0
TXN021881,CUST0811,1363.21,investment,2024-02-02,9,0,2,1,0
TXN021882,CUST0811,9884.7,transfer,2024-08-29,14,0,8,3,1
TXN021883,CUST0811,6251.72,bill_payment,2023-10-03,10,0,10,4,1
TXN021884,CUST0811,4169.56,bill_payment,2024-09-23,4,0,9,3,0
TXN021885,CUST0811,6501.09,bill_payment,2023-09-14,16,0,9,3,1
TXN021886,CUST0811,2104.42,deposit,2023-10-08,10,1,10,4,0
TXN021887,CUST0811,1412.39,bill_payment,2023-05-26,5,0,5,2,0
TXN021888,CUST0811,130.88,transfer,2023-02-28,17,0,2,1,0
TXN021889,CUST0811,2412.94,transfer,2023-11-10,3,0,11,4,0
TXN021890,CUST0811,8451.32,deposit,2023-02-18,2,1,2,1,1
TXN021891,CUST0811,6129.92,withdrawal,2023-11-24,4,0,11,4,1
TXN021892,CUST0811,344.77,transfer,2023-02-28,17,0,2,1,0
TXN021893,CUST0811,2006.95,bill_payment,2023-02-14,14,0,2,1,0
TXN021894,CUST0811,717.21,withdrawal,2024-02-07,16,0,2,1,0
TXN021895,CUST0811,8965.95,investment,2024-03-01,9,0,3,1,1
TXN021896,CUST0811,2397.58,deposit,2024-01-06,19,1,1,1,0
TXN021897,CUST0811,8776.39,deposit,2023-08-05,7,1,8,3,1
TXN021898,CUST0811,5585.93,deposit,2024-04-10,7,0,4,2,1
TXN021899,CUST0811,6606.64,investment,2023-10-19,1,0,10,4,1
TXN021900,CUST0811,7427.88,bill_payment,2024-06-07,15,0,6,2,1
TXN021901,CUST0811,1542.57,deposit,2023-03-04,13,1,3,1,0
TXN021902,CUST0811,193.98,bill_payment,2024-05-24,19,0,5,2,0
TXN021903,CUST0811,2772.8,deposit,2023-10-02,4,0,10,4,0
TXN021904,CUST0811,2596.34,withdrawal,2024-06-18,17,0,6,2,0
TXN021905,CUST0811,3091.6,deposit,2023-09-05,21,0,9,3,0
TXN021906,CUST0811,1845.13,investment,2024-03-13,21,0,3,1,0
TXN021907,CUST0811,2685.44,deposit,2024-11-29,0,0,11,4,0
TXN021908,CUST0811,130.35,investment,2023-03-25,15,1,3,1,0
TXN021909,CUST0811,9383.77,transfer,2024-09-19,16,0,9,3,1
TXN021910,CUST0811,6376.62,deposit,2023-01-10,11,0,1,1,1
TXN021911,CUST0811,2249.36,transfer,2024-09-26,8,0,9,3,0
TXN021912,CUST0811,8456.84,investment,2024-04-25,22,0,4,2,1
TXN021913,CUST0811,8692.83,bill_payment,2024-05-09,2,0,5,2,1
TXN021914,CUST0811,4378.42,investment,2023-08-09,3,0,8,3,0
TXN021915,CUST0811,2261.41,deposit,2023-08-09,2,0,8,3,0
TXN021916,CUST0812,7393.28,deposit,2024-05-12,7,1,5,2,1
TXN021917,CUST0812,4614.5,transfer,2023-06-24,14,1,6,2,0
TXN021918,CUST0812,7934.45,deposit,2024-12-09,20,0,12,4,1
TXN021919,CUST0812,4028.98,transfer,2023-05-12,7,0,5,2,0
TXN021920,CUST0812,5280.28,transfer,2024-08-27,2,0,8,3,1
TXN021921,CUST0812,5658.08,transfer,2024-07-27,13,1,7,3,1
TXN021922,CUST0813,60.34,transfer,2023-08-20,17,1,8,3,0
TXN021923,CUST0813,49.46,transfer,2024-11-24,8,1,11,4,0
TXN021924,CUST0813,6109.9,investment,2024-03-22,14,0,3,1,1
TXN021925,CUST0813,2041.14,transfer,2023-08-11,13,0,8,3,0
TXN021926,CUST0813,4251.01,investment,2024-12-14,12,1,12,4,0
TXN021927,CUST0813,4158.98,investment,2024-03-17,14,1,3,1,0
TXN021928,CUST0813,1825.03,deposit,2024-10-04,15,0,10,4,0
TXN021929,CUST0813,7429.16,transfer,2024-04-23,2,0,4,2,1
TXN021930,CUST0813,4518.91,deposit,2023-03-31,5,0,3,1,0
TXN021931,CUST0813,2149.18,investment,2023-09-20,3,0,9,3,0
TXN021932,CUST0813,4787.12,bill_payment,2024-12-30,0,0,12,4,0
TXN021933,CUST0813,2388.44,deposit,2023-04-18,15,0,4,2,0
TXN021934,CUST0813,9276.89,transfer,2024-04-24,11,0,4,2,1
TXN021935,CUST0813,6682.95,bill_payment,2024-06-27,22,0,6,2,1
TXN021936,CUST0813,9231.94,investment,2023-11-24,23,0,11,4,1
TXN021937,CUST0813,4801.69,bill_payment,2023-10-08,6,1,10,4,0
TXN021938,CUST0813,1865.42,transfer,2024-07-23,5,0,7,3,0
TXN021939,CUST0813,4535.88,investment,2023-04-19,12,0,4,2,0
TXN021940,CUST0813,8197.8,transfer,2023-10-09,1,0,10,4,1
TXN021941,CUST0813,6005.85,deposit,2024-04-23,1,0,4,2,1
TXN021942,CUST0813,3349.76,transfer,2024-02-23,22,0,2,1,0
TXN021943,CUST0813,9159.42,deposit,2023-02-25,8,1,2,1,1
TXN021944,CUST0813,9409.97,withdrawal,2024-02-11,11,1,2,1,1
TXN021945,CUST0813,3798.26,bill_payment,2024-11-09,0,1,11,4,0
TXN021946,CUST0813,695.27,deposit,2024-01-04,20,0,1,1,0
TXN021947,CUST0813,4565.83,transfer,2024-08-15,10,0,8,3,0
TXN021948,CUST0813,7414.08,investment,2024-11-05,16,0,11,4,1
TXN021949,CUST0813,7248.33,bill_payment,2024-03-30,3,1,3,1,1
TXN021950,CUST0813,6714.59,bill_payment,2023-06-21,16,0,6,2,1
TXN021951,CUST0813,734.63,withdrawal,2023-12-16,22,1,12,4,0
TXN021952,CUST0813,8837.95,deposit,2024-12-20,0,0,12,4,1
TXN021953,CUST0813,2332.98,withdrawal,2023-02-02,15,0,2,1,0
TXN021954,CUST0813,2138.97,bill_payment,2024-03-14,0,0,3,1,0
TXN021955,CUST0813,4451.08,deposit,2024-01-13,7,1,1,1,0
TXN021956,CUST0813,2774.28,transfer,2024-02-02,19,0,2,1,0
TXN021957,CUST0813,4253.21,withdrawal,2023-07-02,18,1,7,3,0
TXN021958,CUST0813,7267.98,bill_payment,2024-09-09,17,0,9,3,1
TXN021959,CUST0813,1263.18,deposit,2024-01-04,12,0,1,1,0
TXN021960,CUST0813,7472.29,withdrawal,2023-03-12,10,1,3,1,1
TXN021961,CUST0813,3172.0,investment,2023-12-21,13,0,12,4,0
TXN021962,CUST0813,9116.47,withdrawal,2024-09-02,7,0,9,3,1
TXN021963,CUST0813,8027.97,investment,2023-03-11,3,1,3,1,1
TXN021964,CUST0813,8518.94,withdrawal,2023-10-02,12,0,10,4,1
TXN021965,CUST0813,3604.23,withdrawal,2023-02-08,23,0,2,1,0
TXN021966,CUST0814,7882.04,bill_payment,2023-08-10,6,0,8,3,1
TXN021967,CUST0814,1044.61,investment,2023-09-06,8,0,9,3,0
TXN021968,CUST0814,4151.3,investment,2024-10-28,13,0,10,4,0
TXN021969,CUST0814,6437.06,transfer,2023-03-11,8,1,3,1,1
TXN021970,CUST0814,3081.73,transfer,2024-06-20,15,0,6,2,0
TXN021971,CUST0814,5898.59,withdrawal,2023-11-16,0,0,11,4,1
TXN021972,CUST0814,5057.53,deposit,2023-06-15,22,0,6,2,1
TXN021973,CUST0814,2597.66,deposit,2024-09-11,23,0,9,3,0
TXN021974,CUST0814,2790.8,bill_payment,2024-08-29,12,0,8,3,0
TXN021975,CUST0814,3060.8,withdrawal,2023-10-11,9,0,10,4,0
TXN021976,CUST0814,1706.3,investment,2023-03-15,15,0,3,1,0
TXN021977,CUST0814,6888.27,transfer,2023-11-27,6,0,11,4,1
TXN021978,CUST0814,9421.03,bill_payment,2023-02-13,3,0,2,1,1
TXN021979,CUST0814,4482.34,deposit,2023-11-05,15,1,11,4,0
TXN021980,CUST0814,7592.69,deposit,2024-10-11,14,0,10,4,1
TXN021981,CUST0814,5933.36,investment,2023-10-09,23,0,10,4,1
TXN021982,CUST0814,4603.99,transfer,2024-02-13,6,0,2,1,0
TXN021983,CUST0814,839.16,bill_payment,2024-03-20,2,0,3,1,0
TXN021984,CUST0814,728.71,bill_payment,2024-04-15,15,0,4,2,0
TXN021985,CUST0814,8457.5,withdrawal,2023-01-16,19,0,1,1,1
TXN021986,CUST0814,6423.51,transfer,2024-11-28,1,0,11,4,1
TXN021987,CUST0814,9975.07,investment,2023-09-18,21,0,9,3,1
TXN021988,CUST0814,991.96,deposit,2024-02-02,14,0,2,1,0
TXN021989,CUST0814,7949.29,transfer,2023-06-22,21,0,6,2,1
TXN021990,CUST0814,1220.79,investment,2024-07-18,21,0,7,3,0
TXN021991,CUST0814,2405.5,transfer,2024-03-03,8,1,3,1,0
TXN021992,CUST0814,8430.27,deposit,2024-01-24,20,0,1,1,1
TXN021993,CUST0814,8442.98,transfer,2023-06-26,0,0,6,2,1
TXN021994,CUST0814,503.0,withdrawal,2023-04-04,18,0,4,2,0
TXN021995,CUST0814,6364.44,investment,2024-05-29,11,0,5,2,1
TXN021996,CUST0814,8620.65,investment,2023-11-12,3,1,11,4,1
TXN021997,CUST0814,4057.55,withdrawal,2024-04-16,22,0,4,2,0
TXN021998,CUST0814,6665.84,deposit,2023-08-21,18,0,8,3,1
TXN021999,CUST0814,439.15,transfer,2023-07-31,14,0,7,3,0
TXN022000,CUST0814,734.83,deposit,2023-06-18,8,1,6,2,0
TXN022001,CUST0814,8035.92,bill_payment,2024-01-15,4,0,1,1,1
TXN022002,CUST0814,8464.75,bill_payment,2024-02-29,9,0,2,1,1
TXN022003,CUST0814,1504.21,bill_payment,2023-02-05,23,1,2,1,0
TXN022004,CUST0814,6286.56,bill_payment,2024-09-25,2,0,9,3,1
TXN022005,CUST0814,3813.9,investment,2024-03-28,17,0,3,1,0
TXN022006,CUST0815,8829.69,deposit,2024-04-06,8,1,4,2,1
TXN022007,CUST0815,4359.78,investment,2023-09-13,20,0,9,3,0
TXN022008,CUST0815,7414.91,deposit,2024-10-18,0,0,10,4,1
TXN022009,CUST0815,3908.29,investment,2024-08-13,17,0,8,3,0
TXN022010,CUST0815,303.17,deposit,2023-01-01,2,1,1,1,0
TXN022011,CUST0815,402.47,withdrawal,2023-09-06,9,0,9,3,0
TXN022012,CUST0815,1789.67,deposit,2024-09-20,15,0,9,3,0
TXN022013,CUST0815,602.37,deposit,2023-12-11,17,0,12,4,0
TXN022014,CUST0815,5854.78,deposit,2024-10-25,20,0,10,4,1
TXN022015,CUST0815,9874.4,investment,2023-08-05,1,1,8,3,1
TXN022016,CUST0815,3071.24,transfer,2023-05-07,0,1,5,2,0
TXN022017,CUST0815,1705.62,bill_payment,2023-11-21,18,0,11,4,0
TXN022018,CUST0815,5911.65,transfer,2024-11-10,3,1,11,4,1
TXN022019,CUST0815,3283.02,bill_payment,2024-08-06,19,0,8,3,0
TXN022020,CUST0815,3495.42,investment,2024-07-08,9,0,7,3,0
TXN022021,CUST0815,6009.81,bill_payment,2024-04-05,0,0,4,2,1
TXN022022,CUST0815,935.21,transfer,2024-08-14,16,0,8,3,0
TXN022023,CUST0815,1055.83,withdrawal,2024-01-29,11,0,1,1,0
TXN022024,CUST0815,2461.9,deposit,2024-08-08,15,0,8,3,0
TXN022025,CUST0815,602.1,investment,2024-12-05,5,0,12,4,0
TXN022026,CUST0815,2679.09,withdrawal,2024-11-09,2,1,11,4,0
TXN022027,CUST0815,8786.57,investment,2023-09-01,21,0,9,3,1
TXN022028,CUST0815,7538.62,investment,2023-05-17,8,0,5,2,1
TXN022029,CUST0815,4813.29,investment,2023-07-10,15,0,7,3,0
TXN022030,CUST0815,702.49,transfer,2024-03-03,22,1,3,1,0
TXN022031,CUST0815,357.39,transfer,2023-05-02,1,0,5,2,0
TXN022032,CUST0815,6563.3,bill_payment,2023-01-19,22,0,1,1,1
TXN022033,CUST0815,6315.31,deposit,2023-07-12,12,0,7,3,1
TXN022034,CUST0815,1649.4,transfer,2024-11-15,15,0,11,4,0
TXN022035,CUST0815,4594.12,bill_payment,2024-05-15,7,0,5,2,0
TXN022036,CUST0815,4638.87,deposit,2024-08-11,2,1,8,3,0
TXN022037,CUST0815,6789.81,transfer,2023-01-30,8,0,1,1,1
TXN022038,CUST0815,345.92,deposit,2024-12-29,12,1,12,4,0
TXN022039,CUST0815,3992.2,investment,2023-05-15,8,0,5,2,0
TXN022040,CUST0815,1793.74,investment,2024-05-25,2,1,5,2,0
TXN022041,CUST0815,819.7,bill_payment,2024-05-05,21,1,5,2,0
TXN022042,CUST0815,4410.81,transfer,2023-04-11,20,0,4,2,0
TXN022043,CUST0815,1298.02,investment,2024-06-14,8,0,6,2,0
TXN022044,CUST0815,8359.72,deposit,2024-07-08,13,0,7,3,1
TXN022045,CUST0815,3995.19,withdrawal,2023-10-13,6,0,10,4,0
TXN022046,CUST0815,6131.65,bill_payment,2024-09-23,11,0,9,3,1
TXN022047,CUST0815,3484.6,deposit,2024-09-05,21,0,9,3,0
TXN022048,CUST0815,870.35,bill_payment,2023-03-17,3,0,3,1,0
TXN022049,CUST0816,4404.32,investment,2024-06-10,2,0,6,2,0
TXN022050,CUST0816,3343.21,transfer,2024-08-08,3,0,8,3,0
TXN022051,CUST0816,1806.68,bill_payment,2023-09-28,0,0,9,3,0
TXN022052,CUST0816,4935.01,withdrawal,2023-04-29,3,1,4,2,0
TXN022053,CUST0816,8029.04,investment,2024-07-21,4,1,7,3,1
TXN022054,CUST0816,4259.66,bill_payment,2024-04-23,4,0,4,2,0
TXN022055,CUST0816,3600.27,investment,2024-02-26,0,0,2,1,0
TXN022056,CUST0816,7255.67,transfer,2024-03-31,9,1,3,1,1
TXN022057,CUST0816,6916.46,deposit,2023-02-17,22,0,2,1,1
TXN022058,CUST0816,4235.16,bill_payment,2023-07-14,8,0,7,3,0
TXN022059,CUST0816,5700.79,bill_payment,2023-09-19,5,0,9,3,1
TXN022060,CUST0816,4008.34,bill_payment,2023-10-08,23,1,10,4,0
TXN022061,CUST0816,474.57,transfer,2023-10-13,18,0,10,4,0
TXN022062,CUST0816,765.44,bill_payment,2024-07-30,16,0,7,3,0
TXN022063,CUST0816,2503.87,withdrawal,2024-08-10,19,1,8,3,0
TXN022064,CUST0816,8743.19,bill_payment,2023-09-24,4,1,9,3,1
TXN022065,CUST0816,1658.42,transfer,2023-09-04,23,0,9,3,0
TXN022066,CUST0816,5290.64,investment,2023-09-21,1,0,9,3,1
TXN022067,CUST0816,6122.91,deposit,2024-05-04,21,1,5,2,1
TXN022068,CUST0816,937.13,withdrawal,2024-02-17,4,1,2,1,0
TXN022069,CUST0816,5304.68,deposit,2024-08-04,2,1,8,3,1
TXN022070,CUST0816,3856.57,investment,2024-02-03,3,1,2,1,0
TXN022071,CUST0816,2294.14,transfer,2023-06-03,1,1,6,2,0
TXN022072,CUST0817,3541.68,deposit,2024-06-18,21,0,6,2,0
TXN022073,CUST0817,1521.07,withdrawal,2024-04-23,17,0,4,2,0
TXN022074,CUST0817,6858.47,withdrawal,2024-11-13,19,0,11,4,1
TXN022075,CUST0817,5921.27,transfer,2023-03-27,8,0,3,1,1
TXN022076,CUST0817,9105.63,investment,2023-07-10,17,0,7,3,1
TXN022077,CUST0817,3579.37,transfer,2024-09-01,4,1,9,3,0
TXN022078,CUST0817,5128.71,investment,2024-08-24,14,1,8,3,1
TXN022079,CUST0817,176.36,bill_payment,2023-06-22,3,0,6,2,0
TXN022080,CUST0817,8192.26,bill_payment,2024-06-14,0,0,6,2,1
TXN022081,CUST0817,8579.39,bill_payment,2024-09-02,4,0,9,3,1
TXN022082,CUST0817,658.2,transfer,2024-07-19,6,0,7,3,0
TXN022083,CUST0817,184.63,investment,2023-05-12,22,0,5,2,0
TXN022084,CUST0817,2392.66,deposit,2024-04-20,23,1,4,2,0
TXN022085,CUST0817,5522.54,withdrawal,2024-10-16,8,0,10,4,1
TXN022086,CUST0817,9227.94,transfer,2024-09-10,6,0,9,3,1
TXN022087,CUST0817,2400.13,transfer,2024-11-30,17,1,11,4,0
TXN022088,CUST0817,4935.96,investment,2023-10-31,22,0,10,4,0
TXN022089,CUST0817,4663.35,bill_payment,2023-06-29,2,0,6,2,0
TXN022090,CUST0817,3570.12,transfer,2023-08-06,1,1,8,3,0
TXN022091,CUST0817,8270.97,transfer,2024-08-14,7,0,8,3,1
TXN022092,CUST0817,772.75,bill_payment,2023-05-28,15,1,5,2,0
TXN022093,CUST0817,3369.12,transfer,2024-01-24,17,0,1,1,0
TXN022094,CUST0817,8611.83,investment,2024-05-05,12,1,5,2,1
TXN022095,CUST0817,4422.4,transfer,2024-07-16,14,0,7,3,0
TXN022096,CUST0817,7173.47,investment,2024-12-17,23,0,12,4,1
TXN022097,CUST0817,358.65,transfer,2023-09-09,17,1,9,3,0
TXN022098,CUST0817,9212.12,investment,2023-05-28,19,1,5,2,1
TXN022099,CUST0817,498.01,bill_payment,2024-10-30,9,0,10,4,0
TXN022100,CUST0817,7952.09,bill_payment,2024-10-15,6,0,10,4,1
TXN022101,CUST0817,4633.29,withdrawal,2023-07-05,21,0,7,3,0
TXN022102,CUST0817,7522.54,investment,2024-01-04,15,0,1,1,1
TXN022103,CUST0817,6630.46,transfer,2023-03-28,23,0,3,1,1
TXN022104,CUST0817,6366.58,withdrawal,2023-12-12,9,0,12,4,1
TXN022105,CUST0817,1105.33,deposit,2024-11-09,18,1,11,4,0
TXN022106,CUST0817,6864.07,investment,2024-08-12,22,0,8,3,1
TXN022107,CUST0817,4442.33,transfer,2024-03-01,19,0,3,1,0
TXN022108,CUST0817,9649.43,deposit,2024-11-17,14,1,11,4,1
TXN022109,CUST0817,4698.7,withdrawal,2024-12-29,22,1,12,4,0
TXN022110,CUST0817,8275.49,transfer,2024-03-30,8,1,3,1,1
TXN022111,CUST0817,3469.99,bill_payment,2024-05-28,1,0,5,2,0
TXN022112,CUST0817,8778.2,withdrawal,2023-01-22,16,1,1,1,1
TXN022113,CUST0817,4123.2,investment,2023-02-23,10,0,2,1,0
TXN022114,CUST0817,2869.33,deposit,2024-08-05,23,0,8,3,0
TXN022115,CUST0817,8273.36,bill_payment,2023-03-08,16,0,3,1,1
TXN022116,CUST0817,8851.55,deposit,2023-12-01,13,0,12,4,1
TXN022117,CUST0818,4975.16,bill_payment,2023-12-24,0,1,12,4,0
TXN022118,CUST0818,4633.88,investment,2024-06-19,19,0,6,2,0
TXN022119,CUST0818,5405.42,investment,2023-04-18,13,0,4,2,1
TXN022120,CUST0818,3037.97,bill_payment,2023-03-23,21,0,3,1,0
TXN022121,CUST0818,6714.08,investment,2024-02-06,19,0,2,1,1
TXN022122,CUST0818,721.71,withdrawal,2024-07-13,2,1,7,3,0
TXN022123,CUST0818,5775.08,investment,2023-05-06,16,1,5,2,1
TXN022124,CUST0818,2777.63,withdrawal,2024-06-13,22,0,6,2,0
TXN022125,CUST0818,6505.7,bill_payment,2024-11-11,17,0,11,4,1
TXN022126,CUST0818,5371.63,deposit,2023-03-10,1,0,3,1,1
TXN022127,CUST0818,4787.55,deposit,2023-02-26,11,1,2,1,0
TXN022128,CUST0818,8633.51,bill_payment,2023-09-04,9,0,9,3,1
TXN022129,CUST0818,4726.59,withdrawal,2023-06-21,19,0,6,2,0
TXN022130,CUST0818,4374.8,withdrawal,2023-02-17,12,0,2,1,0
TXN022131,CUST0818,2225.65,transfer,2023-10-08,4,1,10,4,0
TXN022132,CUST0818,7924.4,investment,2024-04-11,16,0,4,2,1
TXN022133,CUST0818,4846.19,transfer,2023-12-18,21,0,12,4,0
TXN022134,CUST0819,9953.21,bill_payment,2023-05-12,4,0,5,2,1
TXN022135,CUST0819,7344.37,bill_payment,2024-05-12,6,1,5,2,1
TXN022136,CUST0819,2025.34,withdrawal,2023-01-19,13,0,1,1,0
TXN022137,CUST0819,1035.37,withdrawal,2023-02-16,11,0,2,1,0
TXN022138,CUST0819,7739.44,investment,2023-02-08,11,0,2,1,1
TXN022139,CUST0819,4975.32,deposit,2023-12-20,18,0,12,4,0
TXN022140,CUST0819,6424.52,withdrawal,2024-09-11,10,0,9,3,1
TXN022141,CUST0819,9504.16,bill_payment,2023-03-15,14,0,3,1,1
TXN022142,CUST0819,5515.11,investment,2023-03-29,14,0,3,1,1
TXN022143,CUST0819,2565.11,investment,2023-09-15,22,0,9,3,0
TXN022144,CUST0819,1214.38,withdrawal,2023-07-01,16,1,7,3,0
TXN022145,CUST0819,2803.06,deposit,2023-05-05,20,0,5,2,0
TXN022146,CUST0819,9730.93,bill_payment,2024-11-28,3,0,11,4,1
TXN022147,CUST0819,7038.95,deposit,2024-09-29,21,1,9,3,1
TXN022148,CUST0819,3508.04,bill_payment,2024-08-26,13,0,8,3,0
TXN022149,CUST0819,1763.04,withdrawal,2024-06-22,15,1,6,2,0
TXN022150,CUST0819,9638.43,transfer,2023-01-17,23,0,1,1,1
TXN022151,CUST0819,9101.09,investment,2024-03-21,14,0,3,1,1
TXN022152,CUST0819,8668.95,withdrawal,2024-03-06,16,0,3,1,1
TXN022153,CUST0819,2518.03,transfer,2024-02-09,22,0,2,1,0
TXN022154,CUST0819,2088.56,withdrawal,2023-05-15,1,0,5,2,0
TXN022155,CUST0819,7547.13,deposit,2023-07-16,10,1,7,3,1
TXN022156,CUST0819,5492.48,withdrawal,2024-09-18,17,0,9,3,1
TXN022157,CUST0819,3599.58,deposit,2024-05-25,13,1,5,2,0
TXN022158,CUST0819,5148.34,bill_payment,2024-05-12,5,1,5,2,1
TXN022159,CUST0819,2584.2,withdrawal,2023-01-20,21,0,1,1,0
TXN022160,CUST0819,2449.5,withdrawal,2023-06-29,4,0,6,2,0
TXN022161,CUST0819,8821.61,bill_payment,2023-06-16,1,0,6,2,1
TXN022162,CUST0819,113.71,deposit,2024-06-08,17,1,6,2,0
TXN022163,CUST0819,9151.17,bill_payment,2024-06-01,1,1,6,2,1
TXN022164,CUST0819,2765.04,transfer,2023-07-24,16,0,7,3,0
TXN022165,CUST0819,8924.96,deposit,2024-10-09,14,0,10,4,1
TXN022166,CUST0819,7605.96,withdrawal,2024-04-30,22,0,4,2,1
TXN022167,CUST0819,3495.56,transfer,2023-08-20,12,1,8,3,0
TXN022168,CUST0819,3161.95,withdrawal,2023-11-29,12,0,11,4,0
TXN022169,CUST0819,7070.49,transfer,2024-07-18,21,0,7,3,1
TXN022170,CUST0819,5437.36,withdrawal,2024-05-28,18,0,5,2,1
TXN022171,CUST0819,448.48,transfer,2023-01-15,5,1,1,1,0
TXN022172,CUST0819,4123.69,investment,2024-02-13,15,0,2,1,0
TXN022173,CUST0819,4105.02,transfer,2024-01-26,0,0,1,1,0
TXN022174,CUST0819,122.12,deposit,2024-02-13,18,0,2,1,0
TXN022175,CUST0819,2464.47,deposit,2023-08-04,9,0,8,3,0
TXN022176,CUST0820,6417.69,bill_payment,2023-01-31,7,0,1,1,1
TXN022177,CUST0820,2688.96,withdrawal,2024-09-20,8,0,9,3,0
TXN022178,CUST0820,562.84,transfer,2024-07-17,3,0,7,3,0
TXN022179,CUST0820,5213.0,withdrawal,2023-08-23,15,0,8,3,1
TXN022180,CUST0820,2722.75,bill_payment,2024-11-08,17,0,11,4,0
TXN022181,CUST0820,7885.07,withdrawal,2023-10-02,10,0,10,4,1
TXN022182,CUST0820,6275.03,bill_payment,2023-03-31,11,0,3,1,1
TXN022183,CUST0821,8238.3,bill_payment,2023-12-03,17,1,12,4,1
TXN022184,CUST0821,4106.89,transfer,2024-06-13,22,0,6,2,0
TXN022185,CUST0821,836.62,investment,2023-05-08,10,0,5,2,0
TXN022186,CUST0821,2360.9,bill_payment,2023-09-24,16,1,9,3,0
TXN022187,CUST0821,1650.62,transfer,2023-03-03,10,0,3,1,0
TXN022188,CUST0821,8800.15,investment,2024-04-06,2,1,4,2,1
TXN022189,CUST0821,3762.96,deposit,2024-03-25,9,0,3,1,0
TXN022190,CUST0821,1518.26,transfer,2024-08-13,20,0,8,3,0
TXN022191,CUST0821,860.13,bill_payment,2024-05-23,11,0,5,2,0
TXN022192,CUST0821,1400.79,withdrawal,2023-12-25,5,0,12,4,0
TXN022193,CUST0821,4371.93,bill_payment,2024-10-10,5,0,10,4,0
TXN022194,CUST0821,714.02,transfer,2024-03-11,18,0,3,1,0
TXN022195,CUST0821,4315.32,bill_payment,2024-11-27,3,0,11,4,0
TXN022196,CUST0821,9391.65,withdrawal,2024-12-27,13,0,12,4,1
TXN022197,CUST0821,25.33,transfer,2023-09-03,15,1,9,3,0
TXN022198,CUST0821,5785.41,transfer,2023-01-03,3,0,1,1,1
TXN022199,CUST0821,6338.96,investment,2024-05-01,13,0,5,2,1
TXN022200,CUST0821,2999.41,withdrawal,2024-02-22,17,0,2,1,0
TXN022201,CUST0821,1405.46,withdrawal,2023-08-19,23,1,8,3,0
TXN022202,CUST0821,2403.0,investment,2024-11-26,13,0,11,4,0
TXN022203,CUST0821,7402.22,bill_payment,2023-06-15,6,0,6,2,1
TXN022204,CUST0821,881.09,deposit,2024-04-25,2,0,4,2,0
TXN022205,CUST0821,8604.39,withdrawal,2024-06-04,0,0,6,2,1
TXN022206,CUST0821,2974.37,deposit,2024-02-15,9,0,2,1,0
TXN022207,CUST0821,4339.79,investment,2023-01-31,20,0,1,1,0
TXN022208,CUST0821,9489.76,withdrawal,2024-06-04,20,0,6,2,1
TXN022209,CUST0821,7726.89,deposit,2023-03-05,6,1,3,1,1
TXN022210,CUST0821,9182.78,investment,2023-10-18,13,0,10,4,1
TXN022211,CUST0821,853.72,transfer,2024-01-13,17,1,1,1,0
TXN022212,CUST0821,5539.27,bill_payment,2024-10-21,6,0,10,4,1
TXN022213,CUST0821,7452.56,investment,2023-10-12,20,0,10,4,1
TXN022214,CUST0821,4776.67,transfer,2024-08-11,9,1,8,3,0
TXN022215,CUST0822,6086.71,withdrawal,2024-02-14,0,0,2,1,1
TXN022216,CUST0822,1963.25,deposit,2024-09-14,21,1,9,3,0
TXN022217,CUST0822,6264.32,withdrawal,2023-12-23,14,1,12,4,1
TXN022218,CUST0822,4034.27,investment,2023-02-24,0,0,2,1,0
TXN022219,CUST0822,4714.48,bill_payment,2023-03-27,15,0,3,1,0
TXN022220,CUST0822,5279.52,withdrawal,2023-09-02,6,1,9,3,1
TXN022221,CUST0822,7082.71,investment,2023-06-23,20,0,6,2,1
