customer_id,recency,frequency,monetary,avg_amount,max_amount,n_types,n_weekends,n_large_txns,active_months,pca1,pca2,cluster
CUST1003,55,10,42695.04,4269.5,9253.05,5,1,3,7,-2.9370731506941787,-1.2505550650324928,1
CUST1004,30,48,234015.26,4875.32,9801.8,5,14,25,12,2.9745308326486155,0.08849884813955955,0
CUST1005,29,26,107233.52,4124.37,9536.21,5,7,13,11,-0.07238003879767085,-1.4382830924499088,0
CUST1006,11,35,198894.02,5682.69,9915.05,5,10,21,12,1.9108885597146892,0.9194989898483106,0
CUST1007,15,28,130989.56,4678.2,9243.72,5,7,13,10,0.07289861183719742,-0.663250175913877,0
CUST1008,20,38,175753.63,4625.1,9219.64,5,10,19,12,1.619311814192357,-0.5766138917563458,0
CUST1009,64,10,46451.13,4645.11,9903.27,5,2,4,6,-2.964655879075972,-0.5999251256366286,1
CUST1010,7,40,187951.6,4698.79,9972.98,5,10,18,12,1.772346022242228,-0.5590690377647289,0
CUST1011,4,12,66031.09,5502.59,9201.88,4,5,6,10,-1.9009667621454593,0.5231069155252109,1
CUST1012,5,45,217735.72,4838.57,9908.63,5,12,22,11,2.3670010765242178,-0.15449365196612813,0
CUST1013,34,12,64409.04,5367.42,9926.8,5,4,5,6,-2.351438350598313,0.26398914779307464,1
CUST1014,9,44,263038.37,5978.14,9995.88,5,10,29,12,3.102988797560568,1.6755663309188142,0
CUST1015,19,42,227181.2,5409.08,9786.73,5,8,22,12,2.1389074623070368,0.6816286675241559,0
CUST1016,13,49,226649.23,4625.49,9624.13,5,18,22,12,3.197301858394937,-0.47520836687296625,0
CUST1017,13,50,250595.41,5011.91,9422.66,5,13,24,12,3.093050109356112,0.1829246097343959,0
CUST1018,43,21,106291.94,5061.52,9928.1,5,2,10,11,-0.8438746723802852,-0.15501786633635992,1
CUST1019,12,20,81744.17,4087.21,8536.65,5,6,7,10,-0.9619267557145277,-1.7495709458920312,1
CUST1020,8,27,138950.51,5146.32,9714.78,5,10,13,11,0.6025733674484821,-0.12452180861203722,0
CUST1021,4,17,88493.45,5205.5,9938.59,5,7,9,9,-0.8678406162164668,-0.1467910593767576,1
CUST1022,41,12,43218.87,3601.57,8500.35,5,1,2,8,-2.729343601582815,-2.323951706242274,1
CUST1023,14,27,115934.72,4293.88,9106.21,5,7,8,11,-0.18886884490041217,-1.4329936412122195,0
CUST1024,12,22,91326.01,4151.18,8607.41,5,6,8,9,-0.9548143266035031,-1.5569419274152234,1
CUST1025,30,11,40146.17,3649.65,9257.17,5,4,3,6,-2.766468850967928,-2.1913232978364987,1
CUST1026,30,30,149870.46,4995.68,9827.63,5,7,14,12,0.6268356070073663,-0.20052411016941268,0
CUST1027,29,33,152024.0,4606.79,9751.32,5,5,16,12,0.6548333642795572,-0.6604133931506085,0
CUST1028,3,40,215387.32,5384.68,9640.72,5,7,22,11,1.8095729632199509,0.6019587174620195,0
CUST1029,47,39,194527.33,4987.88,9740.81,5,14,21,10,1.7660986797300846,0.26184421136218033,0
CUST1030,160,10,51214.94,5121.49,8241.84,4,3,5,6,-3.8127796686886732,1.0645609080415133,1
CUST1031,13,31,156446.72,5046.67,9985.33,5,6,17,11,0.6951513158778263,-0.057159201353545505,0
CUST1032,15,36,207025.92,5750.72,9991.94,5,12,20,12,2.0951672874120564,1.00772186267516,0
CUST1033,52,17,105696.5,6217.44,9355.02,5,6,12,8,-1.0108325057431553,1.6822539433881398,1
CUST1034,42,49,239232.58,4882.3,9958.32,5,14,25,12,2.9810059562382007,0.1739576172138248,0
CUST1035,17,10,57536.66,5753.67,9765.58,5,3,5,8,-2.070357568975974,0.5682207435862627,1
CUST1036,7,26,103553.96,3982.84,9180.31,5,7,10,10,-0.3533014210998384,-1.795347348349273,1
CUST1037,63,18,78437.28,4357.63,9609.43,5,4,6,10,-1.5093633015916812,-1.1239149209206996,1
CUST1038,2,41,209109.49,5100.23,9452.55,5,10,20,11,1.9290214484772814,0.11932640616944638,0
CUST1039,9,9,46562.58,5173.62,9569.3,4,4,4,7,-2.9161300562300587,0.1894813814815077,1
CUST1040,20,32,132959.64,4154.99,9749.22,5,4,13,11,0.06989328789488194,-1.3897034830729622,0
CUST1041,3,39,189277.75,4853.28,9966.31,5,12,19,12,2.011671648820992,-0.3465343373633657,0
CUST1042,17,8,51979.06,6497.38,9758.28,4,5,6,7,-2.6479103208175663,2.0938935124475977,1
CUST1043,2,43,206745.96,4808.05,9684.83,5,8,18,12,1.8472157835378982,-0.3956232546378177,0
CUST1044,119,15,66446.87,4429.79,9805.52,5,3,5,10,-2.0970950391019576,-0.7595850623569791,1
CUST1045,71,9,63113.12,7012.57,9862.32,5,3,7,6,-2.48147614408951,2.764245072880847,1
CUST1046,2,37,166366.21,4496.38,8848.69,5,11,17,11,1.396293570495128,-0.8778066646569881,0
CUST1047,46,19,107412.67,5653.3,9518.37,5,7,12,7,-1.0438808707769183,0.9397932010583254,1
CUST1048,22,36,190795.33,5299.87,9876.27,5,6,17,11,1.048005890442373,0.3978876403091859,0
CUST1049,14,10,45244.64,4524.46,7950.88,5,5,6,7,-2.177787117832102,-1.0555090842458432,1
CUST1050,10,27,139219.53,5156.28,9868.85,5,7,14,10,0.2123443479300767,0.005463454456022997,0
CUST1051,7,29,142638.56,4918.57,9474.42,5,8,12,12,0.626914920757762,-0.5139390286101114,0
CUST1052,3,30,156920.11,5230.67,9175.03,5,13,14,9,0.8002293826311105,0.12716664138429734,0
CUST1053,22,28,143214.52,5114.8,9484.06,5,6,15,11,0.35966220197176235,0.0005181034638951952,0
CUST1054,7,37,166691.27,4505.17,9532.29,5,8,16,11,1.0561227981539574,-0.8537161689768491,0
CUST1055,5,44,241091.49,5479.35,9950.93,5,10,24,11,2.474325286292734,0.835107928965625,0
CUST1056,10,44,183461.7,4169.58,9980.11,5,10,17,11,1.5783364518063052,-1.2474121284206678,0
CUST1057,36,37,192912.63,5213.85,9244.64,5,8,17,12,1.3721514295028105,0.2937633279246495,0
CUST1058,34,24,105547.76,4397.82,8688.65,5,6,10,8,-0.954677622149324,-0.9536072679357496,1
CUST1059,3,37,186031.61,5027.88,9928.58,5,9,19,12,1.6801332834741531,-0.09862959193083426,0
CUST1060,22,11,49999.56,4545.41,8754.07,4,4,5,8,-2.7038771893388187,-0.6108217654798339,1
CUST1061,8,32,113947.02,3560.84,8802.87,5,9,8,12,0.28696527033795033,-2.5395309022581602,0
CUST1062,27,35,214143.16,6118.38,9971.54,5,7,23,11,1.637086445994876,1.7657882150829352,0
CUST1063,29,43,194767.34,4529.47,9469.37,5,16,18,12,2.3106450379435963,-0.6863798810382804,0
CUST1064,107,16,73131.27,4570.7,9943.11,5,2,7,10,-1.9230388740834194,-0.5564655267452807,1
CUST1065,21,16,83045.49,5190.34,9982.35,5,4,10,10,-1.0405320766016755,-0.09433070244570674,1
CUST1066,2,19,105293.7,5541.77,9261.78,5,4,11,11,-0.44365505920720383,0.2882477941784064,1
CUST1067,85,21,115348.82,5492.8,9673.46,5,4,12,8,-1.2134304400790301,0.9097264227501461,1
CUST1068,31,16,76079.09,4754.94,9343.3,5,2,8,10,-1.4572033084830405,-0.694194305794458,1
CUST1069,43,8,48271.12,6033.89,9272.57,3,2,5,8,-3.5593768025582095,1.9784768795039054,1
CUST1070,25,42,202254.54,4815.58,9676.68,5,13,19,12,2.165457348508641,-0.2581494827569158,0
CUST1071,72,36,171201.31,4755.59,9930.92,5,7,17,10,0.5416619124826041,-0.04620625362939569,0
CUST1072,42,36,164626.37,4572.95,9990.11,5,10,16,11,1.0168907596523782,-0.5791123720591749,0
CUST1073,6,42,238471.54,5677.89,9906.27,5,8,24,11,2.230356580026676,1.1172952984555602,0
CUST1074,29,48,262581.93,5470.46,9595.48,5,17,29,12,3.6980916828903125,1.057611497776905,0
CUST1075,4,46,259205.97,5634.91,9730.73,5,14,25,12,3.2557023745834677,1.0268370799963773,0
CUST1076,1,33,134062.51,4062.5,9852.18,5,5,13,11,0.2823435273256699,-1.625330060021217,0
CUST1077,30,38,201330.25,5298.16,9888.95,5,14,19,11,1.9491607656040053,0.48136022227431474,0
CUST1078,13,34,181589.55,5340.87,9891.98,5,13,18,11,1.6381230028341378,0.38405426142770577,0
CUST1079,20,45,231569.37,5145.99,9936.0,5,11,23,12,2.5562489612493335,0.35147244068700423,0
CUST1080,15,39,174509.71,4474.61,9497.62,5,15,17,12,1.9739733117835856,-0.8998762910528902,0
CUST1081,22,44,236806.08,5381.96,9923.32,5,13,22,11,2.499781413999997,0.7118702725726136,0
CUST1082,158,7,31512.11,4501.73,8522.51,3,3,3,4,-5.136434381250294,0.6834327539537289,1
CUST1083,47,45,221403.02,4920.07,9893.63,5,17,21,10,2.3837691604572413,0.20025948186472328,0
CUST1084,41,16,94690.25,5918.14,9786.86,4,4,11,9,-1.7185563257175356,1.5637822036506943,1
CUST1085,6,28,161106.61,5753.81,9748.55,5,9,16,10,0.738188016689199,0.8874126883254865,0
CUST1086,9,30,109772.72,3659.09,9705.48,5,6,9,11,-0.18400898501198631,-2.3012842462978305,0
CUST1087,70,30,151712.92,5057.1,9705.35,5,10,15,11,0.5832968480656485,0.18459828699424063,0
CUST1088,30,22,101890.62,4631.39,8965.28,5,8,11,10,-0.4111176358971448,-0.7599689130765663,1
CUST1089,19,35,184759.0,5278.83,9545.24,5,10,19,10,1.2731089897377408,0.44323559159860093,0
CUST1090,5,44,195348.48,4439.74,9428.57,5,11,14,12,1.7919369264410896,-1.0426215828393803,0
CUST1091,14,38,226872.53,5970.33,9958.93,5,11,24,12,2.4524592858434593,1.4669644844417464,0
CUST1092,20,43,221490.54,5150.94,9778.1,5,9,20,12,2.0808293586067443,0.25688844550790363,0
CUST1093,64,17,108472.71,6380.75,9902.88,5,7,12,9,-0.7722881880542284,1.9121955501283943,1
CUST1094,43,31,152915.02,4932.74,9868.3,5,5,17,12,0.610280304564729,-0.10474524656544042,0
CUST1095,121,25,108904.78,4356.19,9704.64,5,8,10,10,-0.7984514016305054,-0.6462841196796217,1
CUST1096,17,31,157623.92,5084.64,9273.96,5,9,15,11,0.8296119625567215,-0.05852608658997608,0
CUST1097,9,16,72258.84,4516.18,9700.47,4,7,6,9,-1.8414262721938746,-0.727927240579435,1
CUST1098,11,37,184112.92,4976.02,9829.7,5,10,18,12,1.6531399930926336,-0.16435892352941364,0
CUST1099,48,19,84775.67,4461.88,9323.31,5,3,9,9,-1.4482669790243874,-0.897919290466964,1
CUST1100,162,8,40938.67,5117.33,9906.32,4,2,4,7,-3.916175398066789,0.9674198814857521,1
CUST1101,17,18,89178.92,4954.38,9753.43,5,7,8,9,-0.9730101921642804,-0.4453627928874036,1
CUST1102,48,15,73240.84,4882.72,8771.01,5,8,8,10,-1.0610556596738367,-0.4604884709946744,1
CUST1103,111,7,36712.16,5244.59,9146.95,4,0,4,4,-4.429629839158377,1.0335078966608944,1
CUST1104,24,27,149878.29,5551.05,9789.16,5,7,16,11,0.5381800693920257,0.6435057337437884,0
CUST1105,44,40,157114.93,3927.87,9401.26,5,14,14,12,1.4501938988209004,-1.6043482775296543,0
CUST1106,30,48,240419.21,5008.73,9961.63,5,12,24,12,2.7936516653619354,0.2609298403841775,0
CUST1107,14,6,29896.76,4982.79,9139.57,4,1,2,5,-3.8954587464445636,-0.00022884610027428564,1
CUST1108,85,8,43678.36,5459.8,9816.31,4,3,5,6,-3.528578621568636,1.0911153984339623,1
CUST1109,93,22,102112.11,4641.46,9739.74,5,7,9,11,-0.741764405339024,-0.5104668670525087,1
CUST1110,23,6,31804.66,5300.78,9416.81,4,2,3,6,-3.577418358413537,0.4514416501226438,1
CUST1111,13,23,113394.87,4930.21,9741.72,5,2,12,10,-0.6614442835922378,-0.36765257318720795,1
CUST1112,7,32,144061.12,4501.91,9690.42,5,11,14,11,0.895863298184446,-0.9735594323783189,0
CUST1113,25,31,163748.06,5282.2,9729.3,5,10,16,12,1.1697446461200907,0.23371975936556694,0
CUST1114,15,47,260583.62,5544.33,9956.21,5,19,28,12,3.8432828722356556,1.0358033109507518,0
CUST1115,11,39,186202.32,4774.42,9906.37,5,16,17,12,2.1772691367579173,-0.4973836495852328,0
CUST1116,12,17,80523.75,4736.69,8056.63,5,2,9,11,-1.0656581382746568,-0.8447968361709899,1
CUST1117,79,6,32881.66,5480.28,8567.77,4,3,4,5,-3.8689054765081394,1.0937518353011761,1
CUST1118,59,23,90644.38,3941.06,9925.3,5,4,8,9,-1.3483495614270364,-1.571996550344111,1
CUST1119,20,22,126108.19,5732.19,9895.54,5,6,13,7,-0.7235854530282068,0.9710992934915368,1
CUST1120,8,50,252766.86,5055.34,9918.57,5,22,26,12,4.031328475278482,0.2361358877042456,0
CUST1121,147,5,32206.72,6441.34,9508.5,2,1,3,3,-5.9323622879023645,3.765484005850824,1
CUST1122,54,18,89882.03,4993.45,9563.31,5,3,7,7,-1.9147025643382842,-0.07878009872094618,1
CUST1123,114,10,42306.22,4230.62,9303.3,4,1,4,6,-3.942755716464226,-0.43614439982426356,1
CUST1124,14,22,116975.11,5317.05,9846.89,5,6,10,9,-0.5964043908523324,0.146311948453337,1
CUST1125,36,41,223666.18,5455.27,9862.98,5,19,22,11,2.777094219078752,0.8374101092223026,0
CUST1126,8,42,212317.95,5055.19,9842.2,5,7,19,12,1.811032103917709,0.021785033807127402,0
CUST1127,6,41,201488.21,4914.35,9599.54,5,9,19,11,1.7020597384742961,-0.15191617603466956,0
CUST1128,32,12,61958.18,5163.18,9776.45,4,6,6,7,-2.546967158914447,0.3829918500185499,1
CUST1129,116,17,99221.26,5836.54,9469.51,5,10,9,10,-0.8627036005305633,1.2801681917313477,1
CUST1130,12,21,97056.8,4621.75,9674.92,5,8,9,9,-0.6829323376781767,-0.8856781162208947,1
CUST1131,32,32,166150.86,5192.21,9472.44,5,9,17,11,0.9662046913533069,0.24915888573806627,0
CUST1132,8,50,263552.8,5271.06,9788.54,5,13,28,12,3.451916689441781,0.6576814343381316,0
CUST1133,45,25,98456.29,3938.25,8151.82,5,7,10,12,-0.2468171793594364,-1.7695010559510327,0
CUST1134,354,5,29504.78,5900.96,9782.55,4,3,3,3,-5.665895833532434,3.277868704101136,1
CUST1135,5,44,195739.51,4448.63,9789.37,5,12,20,12,2.230605917779585,-0.8470248499100554,0
CUST1136,18,47,200770.95,4271.72,9539.42,5,17,16,12,2.4822322436146607,-1.1587715408884514,0
CUST1137,190,13,75796.65,5830.51,8771.01,5,2,8,8,-2.618152900448172,1.7691335207785575,1
CUST1138,35,46,226432.54,4922.45,9741.9,5,11,22,12,2.406732499830745,0.08905300722006945,0
CUST1139,26,21,111439.73,5306.65,9838.0,5,8,11,9,-0.49197559590915135,0.21086668188573512,1
CUST1140,44,19,103527.51,5448.82,9510.58,5,5,11,8,-1.1250295775381958,0.5641760222156622,1
CUST1141,3,25,133794.51,5351.78,9627.81,5,5,15,11,0.22894984458298115,0.20566278297274448,0
CUST1142,14,31,167072.57,5389.44,9970.61,5,5,17,11,0.6970145134411151,0.4389808105008081,0
CUST1143,12,34,186183.36,5475.98,9652.34,5,12,20,11,1.7120301001791651,0.6382783371045452,0
CUST1144,7,50,263965.86,5279.32,9904.53,5,14,26,12,3.4305181264929483,0.5965873062047536,0
CUST1145,31,23,130796.9,5686.82,9908.8,5,5,15,10,-0.14740803801969596,0.8708663783583945,0
CUST1146,34,14,81240.59,5802.9,9585.36,4,3,9,7,-2.406894929653049,1.4041273626287125,1
CUST1147,15,29,162181.32,5592.46,9709.74,5,8,18,11,0.9307469512576554,0.7288736829647074,0
CUST1148,13,22,106856.49,4857.11,9221.83,5,5,10,9,-0.7775887173806565,-0.4971497792808414,1
CUST1149,49,24,113289.93,4720.41,9453.32,5,4,11,11,-0.5275421501741109,-0.5522204449631035,1
CUST1150,4,7,32027.94,4575.42,8191.92,4,1,3,7,-3.4122444488614523,-0.6898888335479926,1
CUST1151,122,9,47461.58,5273.51,9869.72,4,2,5,7,-3.5752876102314963,0.9982935410187712,1
CUST1152,16,12,58984.77,4915.4,9899.64,5,1,6,9,-1.9913029664471185,-0.5883301513696974,1
CUST1153,50,40,172899.34,4322.48,9943.99,5,12,16,12,1.493450820947933,-0.931825527693071,0
CUST1154,8,42,250947.98,5974.95,9901.04,5,9,25,12,2.647778722786988,1.523901740593207,0
CUST1155,11,41,153479.3,3743.4,9281.18,5,9,13,12,1.11638885087204,-2.053873036582672,0
CUST1156,22,23,115919.76,5039.99,9968.95,5,6,11,9,-0.5736098862534533,-0.156314833513268,1
CUST1157,22,50,259155.97,5183.12,9883.75,5,17,26,11,3.398038692289612,0.5838650157640262,0
CUST1158,24,19,77579.97,4083.16,9271.66,5,7,9,10,-0.8769432243057913,-1.6372864677389258,1
CUST1159,1,37,193197.84,5221.56,9931.03,5,6,23,12,1.7225791677539892,0.30709745948103523,0
CUST1160,22,36,161967.3,4499.09,9502.12,5,10,16,11,1.093059862927453,-0.7961561946181619,0
CUST1161,14,45,266712.71,5926.95,9904.81,5,15,28,12,3.5051273390389444,1.583962030077611,0
CUST1162,37,20,97575.09,4878.75,9656.41,5,4,8,9,-1.2202244740542594,-0.4072241703633489,1
CUST1163,42,42,214795.67,5114.18,9180.75,5,14,19,12,2.2704254616023514,0.2617091924467453,0
CUST1164,106,5,29030.95,5806.19,9238.1,3,0,3,4,-5.118850564260793,2.1694742059740237,1
CUST1165,1,43,190257.27,4424.59,9531.64,5,11,16,11,1.681571481515425,-0.9730258854556461,0
CUST1166,153,7,32777.23,4682.46,7585.11,4,1,3,5,-4.495803020489764,0.4051775330566802,1
CUST1167,7,44,212240.34,4823.64,9666.44,5,8,21,11,1.8841706651992391,-0.18455161570787412,0
CUST1168,17,28,143732.84,5133.32,9588.32,5,10,15,12,0.9166916965450503,-0.07974779538008873,0
CUST1169,42,12,47438.73,3953.23,9323.26,5,1,5,5,-3.0485736356845625,-1.5646129255293653,1
CUST1170,32,33,165448.72,5013.6,9805.73,5,8,18,10,0.7707656151735853,0.09922845558864475,0
CUST1171,86,5,34954.41,6990.88,8499.98,3,0,5,5,-4.5937001969877995,3.6751648442858786,1
CUST1172,3,49,276213.47,5637.01,9976.06,5,16,30,12,3.9287564175543346,1.2006002181972042,0
CUST1173,56,30,174582.43,5819.41,9776.84,5,3,19,11,0.4811206650012783,1.3447226837313222,0
CUST1174,45,48,209013.79,4354.45,9986.71,5,18,21,12,2.8170321260187685,-0.7293786235876447,0
CUST1175,2,41,180744.0,4408.39,9930.85,5,9,16,10,1.1966768721795735,-0.9369507485356319,0
CUST1176,2,44,226466.58,5146.97,9988.84,5,13,22,12,2.695970997962621,0.20229587310973252,0
CUST1177,1,19,81477.94,4288.31,9158.75,5,4,7,10,-1.0994110120511147,-1.5278928437435193,1
CUST1178,18,22,106383.08,4835.59,9791.95,5,9,10,12,0.0824988255308491,-0.6949982582434989,0
CUST1179,9,19,99733.34,5249.12,9925.7,5,3,12,12,-0.38361195831849765,-0.10220462244221769,1
CUST1180,18,44,232138.39,5275.87,8940.2,5,13,27,12,2.95344262368976,0.6341824716877864,0
CUST1181,65,41,164883.49,4021.55,9967.17,5,14,14,11,1.2542067598210391,-1.2875188161740778,0
CUST1182,19,28,134941.52,4819.34,9647.98,5,7,15,11,0.386142778731296,-0.4378935627175983,0
CUST1183,106,18,86984.51,4832.47,9649.62,5,7,9,10,-1.1962385310713906,-0.1452842269206845,1
CUST1184,49,28,124149.63,4433.92,9962.21,5,7,9,10,-0.3893551177467227,-0.9431482035925494,1
CUST1185,57,10,57939.19,5793.92,8486.25,4,4,7,6,-3.0072296179180427,1.4700980353504969,1
CUST1186,28,27,138204.22,5118.67,9512.11,5,9,16,11,0.5847965939074818,0.04700478208458029,0
CUST1187,8,19,79220.71,4169.51,9081.61,5,2,8,12,-0.9109076246751046,-1.7300894268356577,1
CUST1188,38,34,160109.64,4709.11,9617.37,5,9,15,12,0.9902292840380083,-0.5079835149919634,0
CUST1189,39,48,237587.44,4949.74,9517.07,5,16,26,11,3.009074576088626,0.32677850654185264,0
CUST1190,62,17,74704.96,4394.41,8925.33,5,3,7,9,-1.766775689239644,-0.9908554971370767,1
CUST1191,31,10,47707.77,4770.78,8282.89,5,3,5,7,-2.458522294895576,-0.6439301835544392,1
CUST1192,85,26,138753.81,5336.68,9670.26,5,6,15,11,-0.026452420773436014,0.6464770595118919,0
CUST1193,23,46,234135.26,5089.9,9911.13,5,11,23,12,2.5855284083932486,0.29588039193642496,0
CUST1194,75,9,52117.46,5790.83,8583.94,4,2,6,8,-3.034972312435286,1.4175159179325278,1
CUST1195,8,21,103399.37,4923.78,9021.06,5,6,7,10,-0.708630721223524,-0.59773750515833,1
CUST1196,25,47,261971.36,5573.86,9995.9,5,20,28,12,3.891690150928886,1.1294792378602772,0
CUST1197,20,47,221428.12,4711.24,9857.52,5,15,22,12,2.8119072696259013,-0.31245983866858823,0
CUST1198,71,11,57058.39,5187.13,9034.81,5,4,7,7,-2.329338634846991,0.21730969183912432,1
CUST1199,39,42,195415.37,4652.75,9979.46,5,11,14,12,1.576642547100249,-0.5609634995885503,0
CUST1200,8,36,190391.66,5288.66,9683.0,5,12,20,12,1.989122040645045,0.30919579864185454,0
CUST1201,34,25,110701.76,4428.07,9897.97,5,7,9,12,-0.1355833765969874,-1.1744743519239325,0
CUST1202,8,12,65355.61,5446.3,9200.73,4,5,7,8,-2.232914239966131,0.6164333237901232,1
CUST1203,1,46,207428.33,4509.31,9844.32,5,11,19,11,2.0674718749380117,-0.7343308807278023,0
CUST1204,8,48,262797.23,5474.94,9759.39,5,8,28,12,2.964920635801182,0.960342807861398,0
CUST1205,31,32,169829.6,5307.18,9740.93,5,10,18,12,1.3289201196245017,0.3744113664070208,0
CUST1206,58,25,120300.1,4812.0,9281.38,5,5,13,11,-0.28544076398066903,-0.30778608504032046,0
CUST1207,15,40,235007.77,5875.19,9726.01,5,11,24,12,2.555897287847065,1.3572329834901955,0
CUST1208,2,33,144877.63,4390.23,9226.74,5,9,12,12,0.8404618994107834,-1.2638487756695094,0
CUST1209,20,46,237083.89,5154.0,9944.48,5,13,24,12,2.8553957449711014,0.3933213674912595,0
CUST1210,221,12,53114.08,4426.17,9857.44,5,1,5,8,-3.3163291155055705,-0.09027940890200825,1
CUST1211,78,19,89311.65,4700.61,8964.88,5,4,7,9,-1.5787010684957166,-0.46586126290625113,1
CUST1212,19,26,137440.78,5286.18,9820.3,5,1,16,11,-0.08849726587690765,0.2632230836432987,0
CUST1213,17,27,131807.99,4881.78,9364.2,5,7,11,10,-0.06455534266079835,-0.4358884183221961,0
CUST1214,86,8,40298.84,5037.36,9156.63,5,0,3,8,-3.0157629491196487,-0.09470735795955845,1
CUST1215,105,17,88614.93,5212.64,8302.61,5,2,9,10,-1.6172913444414427,0.3930910179121903,1
CUST1216,40,7,43811.45,6258.78,9465.42,4,3,5,5,-3.4568410609575175,1.980431983736098,1
CUST1217,7,29,148150.84,5108.65,9725.34,5,8,15,9,0.30818441419696385,0.024203493038458996,0
CUST1218,14,20,93735.15,4686.76,9312.91,5,7,8,8,-1.0666345888439306,-0.759437471195115,1
CUST1219,3,41,202536.72,4939.92,9829.2,5,14,20,11,2.217081035002036,-0.12545519387312778,0
CUST1220,18,37,185599.34,5016.2,9691.81,5,11,21,12,1.892200457420691,0.021035970803511717,0
CUST1221,31,7,41802.87,5971.84,8761.15,5,4,4,6,-2.651470711389557,0.9947958890376599,1
CUST1222,53,23,107323.53,4666.24,9451.24,5,6,10,11,-0.5060444245739871,-0.6549485741447122,1
CUST1223,140,12,71007.33,5917.28,9542.64,5,2,7,7,-2.666232292256785,1.6264753917324615,1
CUST1224,45,19,106482.99,5604.37,9576.19,5,9,11,11,-0.20987621184005012,0.5905048205901257,0
CUST1225,126,8,38773.97,4846.75,9736.61,4,2,4,6,-3.9541445464195144,0.4548903960202998,1
CUST1226,1,47,211968.28,4509.96,9959.05,5,13,20,12,2.540780428577105,-0.7630830878078405,0
CUST1227,32,30,172943.55,5764.78,9971.32,5,10,14,12,1.082022037675418,0.883664281589871,0
CUST1228,8,41,230586.0,5624.05,9958.08,5,9,24,12,2.401970893734623,0.9774596223317633,0
CUST1229,5,45,203977.91,4532.84,9992.68,5,10,18,12,2.0316003037579535,-0.770450727661448,0
CUST1230,10,22,115635.71,5256.17,9728.48,5,9,10,10,-0.1488679260274764,-0.034613041750835884,0
CUST1231,19,14,62915.09,4493.93,9398.23,5,2,6,8,-2.043717602610781,-1.0831000966719382,1
CUST1232,89,23,117838.72,5123.42,9945.13,5,10,11,11,-0.1769599708632968,0.1973529462996299,0
CUST1233,12,24,143156.85,5964.87,9770.58,4,7,15,11,-0.154263694672424,1.544687387177714,0
CUST1234,67,31,160948.77,5191.9,9877.5,5,10,16,11,0.7571058471490438,0.39881866738206484,0
CUST1235,3,44,233989.47,5317.94,9990.25,5,12,24,12,2.781228696732632,0.5223173664486467,0
CUST1236,36,21,115611.91,5505.33,9775.54,5,8,13,8,-0.5641939713448182,0.6651303005173363,1
CUST1237,133,13,74161.45,5704.73,8831.79,5,2,9,9,-2.1180953113753445,1.2502624576779728,1
CUST1238,308,5,28616.4,5723.28,9058.44,3,0,4,4,-6.066028295396725,3.2153167724858793,1
CUST1239,27,23,134553.37,5850.15,9934.87,5,6,14,10,-0.06278486309766129,1.040910574609587,0
CUST1240,177,11,63578.62,5779.87,9814.08,5,2,7,7,-2.9384268909563755,1.6335985686147576,1
CUST1241,71,13,60204.21,4631.09,9758.52,5,3,6,7,-2.4330286578342295,-0.5576514516430873,1
CUST1242,161,6,23108.04,3851.34,7712.37,4,1,2,5,-4.7511370512901445,-0.7229752019743242,1
CUST1243,18,35,168119.84,4803.42,9078.79,5,8,14,12,1.0340501145880958,-0.5035539403196746,0
CUST1244,31,42,219579.62,5228.09,9896.63,5,14,24,12,2.6543096356246525,0.520766970204336,0
CUST1245,83,35,153587.48,4388.21,9554.85,5,4,15,11,0.12023490766156553,-0.6227058844932428,0
CUST1246,21,46,241174.0,5242.91,9816.51,5,12,28,12,3.028950400852447,0.6577929707228155,0
CUST1247,35,8,46680.2,5835.02,8950.62,4,2,5,6,-3.3206230948890276,1.330369001884641,1
CUST1248,3,43,210011.88,4884.0,9753.84,5,15,23,11,2.5854573586721576,-0.10026798772120832,0
CUST1249,72,19,84606.19,4452.96,9444.98,5,6,9,9,-1.3082911103870913,-0.791281797622592,1
CUST1250,51,11,40542.14,3685.65,9960.11,4,2,4,8,-3.2047846343745703,-1.6520330614928822,1
CUST1251,29,50,275493.31,5509.87,9750.33,5,16,32,12,3.934676397042252,1.233019947599906,0
CUST1252,7,20,99754.33,4987.72,9837.92,5,6,10,12,-0.2178143500658746,-0.5459872578540511,0
CUST1253,3,32,163493.3,5109.17,9789.61,5,15,15,12,1.6708561034132061,-0.18151195617976654,0
CUST1254,15,40,196370.21,4909.26,9904.44,5,14,19,12,2.2071548250865294,-0.20084650091155673,0
CUST1255,62,30,145730.31,4857.68,9979.78,5,4,15,11,0.04940581980583811,-0.1123285496306541,0
CUST1256,43,40,192561.09,4814.03,9881.38,5,8,21,12,1.6337587657067534,-0.08888896983839381,0
CUST1257,217,12,59914.8,4992.9,9750.25,5,4,6,7,-3.0723811015448526,0.7425309426286326,1
CUST1258,65,20,82506.9,4125.34,9958.2,5,5,9,9,-1.3668524224129914,-1.2744725199723126,1
CUST1259,27,42,200695.01,4778.45,9889.38,5,15,22,12,2.490706209647375,-0.21652294585292542,0
CUST1260,5,20,99171.65,4958.58,8356.34,5,6,11,12,-0.15574545136700904,-0.5664674731853284,0
CUST1261,17,18,98020.09,5445.56,9679.64,5,6,11,9,-0.7914948477299508,0.3358400870720965,1
CUST1262,33,23,120815.0,5252.83,9737.85,5,7,12,10,-0.2548159543549301,0.17073141455069926,0
